tau,CFC11,CFC12,CFC113,SF6,He4_ter,H3_tu
22720,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22719,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22718,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22717,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22716,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22715,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22714,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22713,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22712,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22711,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22710,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22709,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22708,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22707,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22706,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22705,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22704,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22703,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22702,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22701,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22700,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22699,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22698,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22697,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22696,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22695,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22694,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22693,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22692,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22691,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22690,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22689,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22688,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22687,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22686,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22685,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22684,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22683,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22682,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22681,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22680,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22679,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22678,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22677,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22676,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22675,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22674,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22673,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22672,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22671,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22670,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22669,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22668,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22667,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22666,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22665,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22664,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22663,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22662,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22661,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22660,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22659,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22658,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22657,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22656,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22655,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22654,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22653,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22652,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22651,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22650,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22649,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22648,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22647,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22646,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22645,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22644,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22643,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22642,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22641,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22640,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22639,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22638,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22637,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22636,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22635,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22634,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22633,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22632,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22631,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22630,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22629,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22628,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22627,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22626,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22625,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22624,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22623,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22622,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22621,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22620,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22619,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22618,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22617,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22616,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22615,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22614,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22613,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22612,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22611,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22610,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22609,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22608,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22607,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22606,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22605,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22604,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22603,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22602,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22601,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22600,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22599,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22598,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22597,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22596,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22595,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22594,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22593,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22592,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22591,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22590,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22589,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22588,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22587,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22586,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22585,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22584,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22583,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22582,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22581,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22580,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22579,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22578,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22577,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22576,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22575,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22574,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22573,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22572,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22571,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22570,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22569,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22568,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22567,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22566,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22565,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22564,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22563,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22562,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22561,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22560,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22559,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22558,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22557,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22556,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22555,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22554,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22553,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22552,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22551,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22550,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22549,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22548,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22547,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22546,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22545,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22544,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22543,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22542,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22541,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22540,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22539,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22538,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22537,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22536,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22535,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22534,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22533,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22532,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22531,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22530,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22529,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22528,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22527,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22526,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22525,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22524,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22523,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22522,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22521,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22520,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22519,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22518,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22517,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22516,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22515,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22514,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22513,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22512,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22511,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22510,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22509,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22508,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22507,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22506,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22505,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22504,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22503,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22502,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22501,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22500,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22499,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22498,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22497,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22496,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22495,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22494,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22493,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22492,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22491,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22490,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22489,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22488,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22487,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22486,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22485,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22484,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22483,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22482,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22481,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22480,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22479,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22478,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22477,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22476,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22475,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22474,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22473,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22472,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22471,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22470,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22469,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22468,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22467,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22466,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22465,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22464,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22463,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22462,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22461,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22460,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22459,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22458,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22457,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22456,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22455,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22454,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22453,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22452,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22451,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22450,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22449,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22448,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22447,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22446,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22445,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22444,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22443,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22442,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22441,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22440,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22439,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22438,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22437,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22436,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22435,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22434,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22433,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22432,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22431,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22430,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22429,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22428,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22427,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22426,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22425,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22424,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22423,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22422,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22421,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22420,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22419,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22418,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22417,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22416,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22415,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22414,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22413,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22412,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22411,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22410,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22409,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22408,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22407,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22406,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22405,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22404,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22403,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22402,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22401,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22400,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22399,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22398,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22397,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22396,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22395,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22394,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22393,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22392,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22391,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22390,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22389,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22388,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22387,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22386,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22385,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22384,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22383,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22382,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22381,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22380,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22379,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22378,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22377,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22376,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22375,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22374,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22373,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22372,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22371,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22370,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22369,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22368,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22367,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22366,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22365,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22364,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22363,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22362,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22361,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22360,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22359,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22358,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22357,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22356,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22355,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22354,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22353,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22352,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22351,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22350,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22349,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22348,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22347,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22346,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22345,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22344,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22343,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22342,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22341,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22340,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22339,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22338,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22337,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22336,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22335,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22334,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22333,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22332,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22331,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22330,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22329,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22328,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22327,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22326,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22325,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22324,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22323,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
22322,1e-10,1e-10,1e-10,1e-10,0.0,3.327329892219456
