Timestep,PLM1,PLM7,PLM6
252.0,0.1210066222211168,1.8579497877339435,-2.766038352051453
253.0,0.15936821651536093,1.8926608366425484,-2.7408880423413677
254.0,0.19963989421962935,1.9279352102538354,-2.7200991722565675
255.0,0.23766030114894932,1.9600699586302426,-2.7021737149280796
256.0,0.2700605606708706,1.9858315118945313,-2.688091332766845
257.0,0.3019523649884377,2.009958541675573,-2.678244254691066
258.0,0.33463524642419884,2.034389544513246,-2.669392906949412
259.0,0.368115233591638,2.059742540981759,-2.6607621642217083
260.0,0.40225494624965563,2.0863880782349753,-2.648402937137675
261.0,0.43728692664305413,2.1142500888249316,-2.6356975120449277
262.0,0.481319391936168,2.1507614431387196,-2.6185531503857646
263.0,0.5338434238227023,2.1966320315044214,-2.595319250070588
264.0,0.5915757166730771,2.248541713319355,-2.5676200228250536
265.0,0.6500900640125167,2.3014745159192813,-2.5349356202267472
266.0,0.7039131225156865,2.3491520068264293,-2.497278039817573
267.0,0.7549802830547208,2.39309395265974,-2.4624005589447364
268.0,0.8046447132447554,2.434627209537041,-2.4327987138267417
269.0,0.8547437248092109,2.4754043124847698,-2.4070909212023395
270.0,0.9064800570992162,2.516519732436066,-2.383657753773832
271.0,0.9626374844245049,2.5605850691465974,-2.3612620413775858
272.0,1.0211084941654889,2.6072370104337494,-2.3386526054259633
273.0,1.0814716993247657,2.6568861107629402,-2.3147215272655757
274.0,1.1437330388738616,2.7091057346813585,-2.289206701417882
275.0,1.2074885019527102,2.763518406545444,-2.2622177312285174
276.0,1.2651385297476736,2.8126139990145305,-2.2419828604832475
277.0,1.259176382177202,2.8000578794800504,-2.268446994393045
278.0,1.1011103418952786,2.642194501161896,-2.398636796110196
279.0,0.7052742528181426,2.291140562724891,-2.650667217588918
280.0,0.18256116671487632,1.850764323217362,-2.9121841139884452
281.0,-0.09415483585517848,1.6298547685514393,-3.00793735936972
282.0,-0.17259056334309264,1.5762688946660859,-2.9931196976683623
283.0,-0.16004582942440493,1.5915822770627415,-2.9585790141692883
284.0,-0.10759398672507814,1.6404539651144745,-2.926113629237719
285.0,-0.04451193568732492,1.700455266060004,-2.8894741513550315
286.0,0.013657628808431355,1.756157630933913,-2.8494805539141055
287.0,0.06110143051969885,1.801797584942932,-2.811783072635464
288.0,0.10020054885650609,1.838896838988063,-2.780267302328312
289.0,0.13792027630869086,1.8735353599385007,-2.7544419182118105
290.0,0.1769901578807236,1.908462043841439,-2.730437930792476
291.0,0.21711583624532693,1.9429203825254149,-2.7114462264751893
292.0,0.2518709686142131,1.9715359197075202,-2.6952395822627864
293.0,0.2835593316584095,1.9959375427368826,-2.6839886624572813
294.0,0.3158453019388645,2.0201636690588174,-2.674828252438303
295.0,0.34893881012007455,2.0449931804104153,-2.6663744658728064
296.0,0.38289305559453624,2.0710919227954747,-2.655676576802506
297.0,0.41687184876289507,2.0978817613467413,-2.643273056021897
298.0,0.45550663268635105,2.129093648940966,-2.6289143014192575
299.0,0.5043830251964749,2.1707135584079253,-2.6086009638511314
300.0,0.5598623249999974,2.2199216738085283,-2.5830259282918604
301.0,0.6190064471506673,2.273437969608821,-2.5532217553001573
302.0,0.67538314413396,2.3241251264570906,-2.517499276986058
303.0,0.7280004956926689,2.3700337539789444,-2.4803168779803144
304.0,0.7783073221948484,2.4127397481106954,-2.447932945071301
305.0,0.8281006345452226,2.4538090767791374,-2.4203733568306376
306.0,0.8787541876376821,2.4945965237782843,-2.395867455484023
307.0,0.9326880797135004,2.536956208828869,-2.3730819344658727
308.0,0.9899446914035792,2.5822746453341097,-2.350663837947579
309.0,1.0498678346498878,2.630637986795122,-2.3275225719816888
310.0,1.110755006510928,2.6813496451301404,-2.3027781178905826
311.0,1.1743578025496362,2.7350394453795275,-2.2764807076143825
312.0,1.2370192576481571,2.7888848836766726,-2.2506688471741256
313.0,1.2751328384654954,2.819198039750688,-2.2458922311908083
314.0,1.198371284394483,2.7374255301361643,-2.320089094599254
315.0,0.9360455366607852,2.4912336871699097,-2.515670559616325
316.0,0.4211631292782698,2.051747125641157,-2.792602838065463
317.0,0.002796451282378598,1.7048997786186249,-2.9819912815292895
318.0,-0.15638727439528566,1.5848941885468975,-3.0082130327179897
319.0,-0.17860912970418497,1.5727347619626784,-2.977877997249948
320.0,-0.13918223199755175,1.609856050474022,-2.94532165642903
321.0,-0.07632842978819099,1.6689729752966826,-2.9114488148634337
322.0,-0.013450727365295734,1.7293000917870955,-2.871015704752196
323.0,0.04075427513988927,1.7815328795144154,-2.8304230740380234
324.0,0.08368649900774017,1.8228468360380248,-2.7951014726299377
325.0,0.12159323508518582,1.8584116280244842,-2.7661457749937597
326.0,0.15991205327688363,1.8931880572050233,-2.7406728002211764
327.0,0.20004598675100738,1.9284111591429962,-2.7197525535211327
328.0,0.2379050913799432,1.9604393121234978,-2.701803063281133
329.0,0.27013168075579586,1.9860644850518128,-2.687738782817405
330.0,0.30183203346504683,2.010031789864456,-2.6779532231847014
331.0,0.3343460084723233,2.034312496623201,-2.6691898160796796
332.0,0.3676948520438117,2.059537131588513,-2.6606458631876535
333.0,0.40170313916979694,2.0860562739026136,-2.648362933327462
334.0,0.4365584284204971,2.113761121371411,-2.635735256171344
335.0,0.4804020582555779,2.1500880861999008,-2.618703480377917
336.0,0.532807726055097,2.1958284691757513,-2.595569089389599
337.0,0.590464573532131,2.2476451161447955,-2.567956744127031
338.0,0.6490240650989563,2.3006030640169115,-2.535393203420199
339.0,0.7029141585526304,2.3483412353770206,-2.4977802410108154
340.0,0.7540455447340833,2.3923356514758893,-2.462861145376806
341.0,0.8037443692406185,2.4339023536787607,-2.4332133321499043
342.0,0.8538596071426667,2.474695431814652,-2.407477440262099
343.0,0.9055793535446242,2.5158090081152267,-2.384020950721137
344.0,0.9617361486971561,2.559860076353999,-2.361615967536494
345.0,1.0202093031703043,2.606498133742676,-2.3390083374229675
346.0,1.080626566119733,2.6561610060627743,-2.3150901137605615
347.0,1.1429188627364653,2.708387080532475,-2.289586970837462
348.0,1.206729977285974,2.762828519070311,-2.262602778897474
349.0,1.2643083771877741,2.8118468099079763,-2.242468865553306
350.0,1.257405320282416,2.7984184873091635,-2.2694609754177435
351.0,1.0988260295936954,2.6393715388805106,-2.401798053612694
352.0,0.7043289747645929,2.291589749829029,-2.65143263990727
